# Version 1.00
#
freq[Hz];re:Trc1_S21;im:Trc1_S21;
1.029064532266133E+09;-9.907241401972313E-01;4.891972616175098E-01;
1.029564782391196E+09;-9.864223458646285E-01;4.997590026939256E-01;
1.030065032516258E+09;-9.819532498566904E-01;5.102554345862590E-01;
1.030565282641321E+09;-9.772665756066040E-01;5.205370980214012E-01;
1.031065532766383E+09;-9.725961325004850E-01;5.310046196267516E-01;
1.031565782891446E+09;-9.676483838688108E-01;5.410618856236221E-01;
1.032066033016508E+09;-9.626393277593756E-01;5.513156196905649E-01;
1.032566283141571E+09;-9.574430273931938E-01;5.615232948394919E-01;
1.033066533266633E+09;-9.520493726832202E-01;5.714839466568955E-01;
1.033566783391696E+09;-9.464484005116560E-01;5.814951145601138E-01;
1.034067033516758E+09;-9.407665886499668E-01;5.912442122101084E-01;
1.034567283641821E+09;-9.349947903629370E-01;6.009598407388153E-01;
1.035067533766883E+09;-9.290681609948501E-01;6.108138936695917E-01;
1.035567783891946E+09;-9.227436909938129E-01;6.202995587432956E-01;
1.036068034017009E+09;-9.165765840999134E-01;6.296400741883168E-01;
1.036568284142071E+09;-9.100059262739743E-01;6.390301191096674E-01;
1.037068534267134E+09;-9.034642723519761E-01;6.483137370274126E-01;
1.037568784392196E+09;-8.968185391408107E-01;6.573653186416047E-01;
1.038069034517259E+09;-8.890258812463627E-01;6.665376621882233E-01;
1.038569284642321E+09;-8.821727516902783E-01;6.752183625513875E-01;
1.039069534767384E+09;-8.751394067645887E-01;6.839699097053349E-01;
1.039569784892446E+09;-8.679309838982713E-01;6.925375333834685E-01;
1.040070035017509E+09;-8.605845178277285E-01;7.006664987680248E-01;
1.040570285142571E+09;-8.532356414891515E-01;7.088707170594730E-01;
1.041070535267634E+09;-8.457727663692981E-01;7.168906809428411E-01;
1.041570785392696E+09;-8.381290879931824E-01;7.248436719684832E-01;
1.042071035517759E+09;-8.306285508833938E-01;7.328157758714882E-01;
1.042571285642821E+09;-8.229353602736404E-01;7.404488887119485E-01;
1.043071535767884E+09;-8.150726165288499E-01;7.477361593782536E-01;
1.043571785892946E+09;-8.071774607352737E-01;7.549822254222405E-01;
1.044072036018009E+09;-7.992719260127489E-01;7.621051942150447E-01;
1.044572286143072E+09;-7.912351270230844E-01;7.691694586286774E-01;
1.045072536268134E+09;-7.831754684102262E-01;7.760129204903075E-01;
1.045572786393197E+09;-7.752112770611680E-01;7.828990923535297E-01;
1.046073036518259E+09;-7.680021140608347E-01;7.891779703730714E-01;
1.046573286643322E+09;-7.597954627912911E-01;7.956826238436099E-01;
1.047073536768384E+09;-7.517280493771670E-01;8.018049336484053E-01;
1.047573786893447E+09;-7.424375494009864E-01;8.082179335102737E-01;
1.048074037018509E+09;-7.341615932077489E-01;8.138970871385688E-01;
1.048574287143572E+09;-7.260197067519215E-01;8.197765661571567E-01;
1.049074537268634E+09;-7.176395607923428E-01;8.255559796561099E-01;
1.049574787393697E+09;-7.095087819858341E-01;8.310097576290486E-01;
1.050075037518759E+09;-7.013908952537480E-01;8.363808293764680E-01;
1.050575287643822E+09;-6.929919846170978E-01;8.415957344951328E-01;
1.051075537768884E+09;-6.846332443280636E-01;8.466522995114298E-01;
1.051575787893947E+09;-6.765436868467868E-01;8.516616734841513E-01;
1.052076038019009E+09;-6.681142400543515E-01;8.566287184883153E-01;
1.052576288144072E+09;-6.600776425317268E-01;8.613272341221120E-01;
1.053076538269135E+09;-6.518154077496791E-01;8.657597837084666E-01;
1.053576788394197E+09;-6.437931441342835E-01;8.701816588958342E-01;
1.054077038519260E+09;-6.356792784874350E-01;8.747345320600750E-01;
1.054577288644322E+09;-6.276750355861109E-01;8.788885424705313E-01;
1.055077538769385E+09;-6.196718930048510E-01;8.831605598109946E-01;
1.055577788894447E+09;-6.116368992379113E-01;8.870738913797771E-01;
1.056078039019510E+09;-6.036663506296557E-01;8.911319969520698E-01;
1.056578289144572E+09;-5.957736199284239E-01;8.949613504112449E-01;
1.057078539269635E+09;-5.878212234058593E-01;8.988651122535346E-01;
1.057578789394697E+09;-5.799156685553395E-01;9.026012725960394E-01;
1.058079039519760E+09;-5.721318259474196E-01;9.060781638261354E-01;
1.058579289644822E+09;-5.644234335249735E-01;9.098283212946852E-01;
1.059079539769885E+09;-5.566534622330800E-01;9.129696490641582E-01;
1.059579789894948E+09;-5.491818376737133E-01;9.164900771878333E-01;
1.060080040020010E+09;-5.415086268829333E-01;9.199074032275164E-01;
1.060580290145073E+09;-5.339017692552662E-01;9.229977595928778E-01;
1.061080540270135E+09;-5.263225993659375E-01;9.262405365769513E-01;
1.061580790395198E+09;-5.188327581307037E-01;9.293970783169920E-01;
1.062081040520260E+09;-5.113379893042044E-01;9.325136361923795E-01;
1.062581290645323E+09;-5.038726897469454E-01;9.356494620104457E-01;
1.063081540770385E+09;-4.967408827987024E-01;9.386600113995778E-01;
1.063581790895448E+09;-4.891940715157267E-01;9.416645246949861E-01;
1.064082041020510E+09;-4.820088339652225E-01;9.446269190082121E-01;
1.064582291145573E+09;-4.747214401891941E-01;9.475570186005822E-01;
1.065082541270635E+09;-4.674764580691061E-01;9.503295385370713E-01;
1.065582791395698E+09;-4.603156125806734E-01;9.534237216808226E-01;
1.066083041520760E+09;-4.531649284890704E-01;9.559867023547233E-01;
1.066583291645823E+09;-4.460097026156223E-01;9.588157761523960E-01;
1.067083541770885E+09;-4.389852873494151E-01;9.616697503193932E-01;
1.067583791895948E+09;-4.318776094982028E-01;9.644612471102830E-01;
1.068084042021011E+09;-4.249450042564723E-01;9.674522362268414E-01;
1.068584292146073E+09;-4.177739433600585E-01;9.701343525798152E-01;
1.069084542271136E+09;-4.107640211786533E-01;9.728631885618781E-01;
1.069584792396198E+09;-4.038489336191720E-01;9.755063578823702E-01;
1.070085042521261E+09;-3.966107127962760E-01;9.784040156573389E-01;
1.070585292646323E+09;-3.897457221275927E-01;9.809899019256986E-01;
1.071085542771386E+09;-3.826759645124347E-01;9.838363334633844E-01;
1.071585792896448E+09;-3.759067008644357E-01;9.863861369638943E-01;
1.072086043021511E+09;-3.688915983789478E-01;9.891885311794532E-01;
1.072586293146573E+09;-3.618703008397855E-01;9.918888843746030E-01;
1.073086543271636E+09;-3.547830630974795E-01;9.945817736827977E-01;
1.073586793396698E+09;-3.480355180917423E-01;9.972094827041758E-01;
1.074087043521761E+09;-3.408501486393572E-01;9.998646244360599E-01;
1.074587293646823E+09;-3.338488405907188E-01;1.002683466154991E+00;
1.075087543771886E+09;-3.268329113477799E-01;1.005466108562121E+00;
1.075587793896949E+09;-3.198388887068972E-01;1.007855160461362E+00;
1.076088044022011E+09;-3.126071172413452E-01;1.010630515190923E+00;
1.076588294147074E+09;-3.056222767495307E-01;1.013291699714737E+00;
1.077088544272136E+09;-2.986777933178163E-01;1.016039433244566E+00;
1.077588794397199E+09;-2.915129767539270E-01;1.018866079745430E+00;
1.078089044522261E+09;-2.841703522770531E-01;1.021263221762035E+00;
1.078589294647324E+09;-2.771443976241557E-01;1.024049027062458E+00;
1.079089544772386E+09;-2.696589348872059E-01;1.026613601809148E+00;
1.079589794897449E+09;-2.625343558649750E-01;1.029301674770244E+00;
1.080090045022511E+09;-2.553463374578634E-01;1.031854572675493E+00;
1.080590295147574E+09;-2.478844140041679E-01;1.034467166090428E+00;
1.081090545272636E+09;-2.404055206341924E-01;1.037027666986011E+00;
1.081590795397699E+09;-2.328918420234449E-01;1.039673903310826E+00;
1.082091045522761E+09;-2.256178866365164E-01;1.042260792563038E+00;
1.082591295647824E+09;-2.180234424388741E-01;1.044706169964058E+00;
1.083091545772887E+09;-2.104243529738083E-01;1.047143310842120E+00;
1.083591795897949E+09;-2.028214066368397E-01;1.049678275701687E+00;
1.084092046023011E+09;-1.949333808689318E-01;1.052261037156108E+00;
1.084592296148074E+09;-1.872647119222566E-01;1.054709041116412E+00;
1.085092546273137E+09;-1.794725969054107E-01;1.056990606383270E+00;
1.085592796398199E+09;-1.716119056653768E-01;1.059340177289804E+00;
1.086093046523262E+09;-1.634363923475275E-01;1.061600866430083E+00;
1.086593296648324E+09;-1.555170533934585E-01;1.063892126692510E+00;
1.087093546773387E+09;-1.474148845321180E-01;1.066136105029102E+00;
1.087593796898449E+09;-1.394292078545792E-01;1.068434953326494E+00;
1.088094047023512E+09;-1.311064029508588E-01;1.070657166584708E+00;
1.088594297148574E+09;-1.230731571235862E-01;1.072739567631620E+00;
1.089094547273637E+09;-1.147312683526522E-01;1.074606844812831E+00;
1.089594797398699E+09;-1.064305479922945E-01;1.076691663445645E+00;
1.090095047523762E+09;-9.787781570065290E-02;1.078650854636599E+00;
1.090595297648824E+09;-8.919348664190163E-02;1.080504354932902E+00;
1.091095547773887E+09;-8.075655821618201E-02;1.082134386520169E+00;
1.091595797898949E+09;-7.220662041807543E-02;1.083780088953236E+00;
1.092096048024012E+09;-6.340411648146543E-02;1.085602549133405E+00;
1.092596298149075E+09;-5.486367395404725E-02;1.087093035160144E+00;
1.093096548274137E+09;-4.594883233224190E-02;1.088601271901236E+00;
1.093596798399199E+09;-3.708073445198282E-02;1.090077118324688E+00;
1.094097048524262E+09;-2.806439479977920E-02;1.091579809749308E+00;
